候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,E_batch_kWh,T_batch_s
12802,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-HYG-01', 'S001-HYG-02')",5,43.0,0.136,2.221991327534985,1446.7413550110386
12803,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-03')",4,39.0,0.094,2.177480648010943,1380.7413550110386
12804,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-03', 'S001-HYG-02')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12805,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-03', 'S001-HYG-01')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12806,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",6,51.0,0.164,2.328239559871037,1512.7413550110386
12807,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02')",4,39.0,0.094,2.177480648010943,1380.7413550110386
12808,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-HYG-02')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12809,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-HYG-01')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12810,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",6,51.0,0.164,2.328239559871037,1512.7413550110386
12811,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03')",5,47.0,0.122,2.2719617593961248,1446.7413550110386
12812,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12813,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12814,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,59.0,0.192,2.4642745027762083,1578.7413550110386
12815,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01')",4,39.0,0.094,2.177480648010943,1380.7413550110386
12816,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-HYG-02')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12817,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-HYG-01')",5,45.0,0.129,2.2462456018809482,1446.7413550110386
12818,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",6,51.0,0.164,2.328239559871037,1512.7413550110386
12819,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03')",5,47.0,0.122,2.2719617593961248,1446.7413550110386
12820,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12821,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12822,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,59.0,0.192,2.4642745027762083,1578.7413550110386
12823,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02')",5,47.0,0.122,2.2719617593961248,1446.7413550110386
12824,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12825,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",6,53.0,0.157,2.3590669907751733,1512.7413550110386
12826,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,59.0,0.192,2.4642745027762083,1578.7413550110386
12827,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",6,55.0,0.15,2.391892070245835,1512.7413550110386
12828,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,61.0,0.185,2.5042647590793186,1578.7413550110386
12829,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,61.0,0.185,2.5042647590793186,1578.7413550110386
12830,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,67.0,0.22,2.642716165368862,1644.7413550110386
12831,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08')",4,45.0,0.093,2.2462456018809482,1380.7413550110386
12832,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-HYG-02')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12833,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-HYG-01')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12834,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",6,57.0,0.163,2.4268936970339294,1512.7413550110386
12835,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12836,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12837,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12838,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12839,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12840,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12841,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12842,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12843,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12844,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12845,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12846,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12847,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12848,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12849,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12850,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12851,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12852,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12853,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12854,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12855,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12856,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12857,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12858,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12859,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,69.0,0.177,2.6961884563512597,1578.7413550110386
12860,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12861,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12862,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07')",4,45.0,0.093,2.2462456018809482,1380.7413550110386
12863,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-HYG-02')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12864,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-HYG-01')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12865,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",6,57.0,0.163,2.4268936970339294,1512.7413550110386
12866,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12867,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12868,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12869,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12870,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12871,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12872,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12873,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12874,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12875,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12876,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12877,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12878,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12879,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12880,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12881,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12882,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12883,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12884,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12885,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12886,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12887,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12888,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12889,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12890,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,69.0,0.177,2.6961884563512597,1578.7413550110386
12891,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12892,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,75.0,0.212,2.8851650794993224,1644.7413550110386
12893,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08')",5,59.0,0.12,2.4642745027762083,1446.7413550110386
12894,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-02')",6,65.0,0.155,2.5931622756677637,1512.7413550110386
12895,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01')",6,65.0,0.155,2.5931622756677637,1512.7413550110386
12896,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",7,71.0,0.19,2.7540433854957787,1578.7413550110386
12897,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03')",6,67.0,0.148,2.642716165368862,1512.7413550110386
12898,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12899,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12900,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,79.0,0.218,3.041694706222553,1644.7413550110386
12901,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02')",6,67.0,0.148,2.642716165368862,1512.7413550110386
12902,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12903,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12904,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,79.0,0.218,3.041694706222553,1644.7413550110386
12905,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",7,75.0,0.176,2.8851650794993224,1578.7413550110386
12906,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01')",6,67.0,0.148,2.642716165368862,1512.7413550110386
12907,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12908,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",7,73.0,0.183,2.8168231901802643,1578.7413550110386
12909,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",8,79.0,0.218,3.041694706222553,1644.7413550110386
12910,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",7,75.0,0.176,2.8851650794993224,1578.7413550110386
12911,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",7,75.0,0.176,2.8851650794993224,1578.7413550110386
12912,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06')",4,45.0,0.093,2.2462456018809482,1380.7413550110386
12913,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-HYG-02')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12914,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-HYG-01')",5,51.0,0.128,2.328239559871037,1446.7413550110386
12915,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-HYG-01', 'S001-HYG-02')",6,57.0,0.163,2.4268936970339294,1512.7413550110386
12916,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12917,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12918,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12919,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12920,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12921,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12922,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12923,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12924,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12925,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12926,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12927,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,73.0,0.219,2.8168231901802643,1644.7413550110386
12928,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01')",5,53.0,0.121,2.3590669907751733,1446.7413550110386
12929,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-02')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12930,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01')",6,59.0,0.156,2.4642745027762083,1512.7413550110386
12931,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,65.0,0.191,2.5931622756677637,1578.7413550110386
12932,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03')",6,61.0,0.149,2.5042647590793186,1512.7413550110386
12933,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,67.0,0.184,2.642716165368862,1578.7413550110386
12934,S001,C,"('S001-MED-01', 'S001-WAT-01', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,67.0,0.184,2.642716165368862,1578.7413550110386
