候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,往返能耗_kWh,累计作业时间_s,质量上限_kg,体积上限_m3,首批箱数,优先级总分
9920,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-FOD-02|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9921,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-FOD-03,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
9922,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-FOD-03|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9923,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
9924,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-FOD-03|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9925,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-HYG-01,5,51.0,0.128,2.3387422645099027,1448.6555751004735,80.0,0.25,1,68.0
9926,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-HYG-01|S001-HYG-02,6,57.0,0.163,2.4378442537231253,1514.6555751004735,80.0,0.25,1,76.0
9927,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-06|S001-HYG-02,5,51.0,0.128,2.3387422645099027,1448.6555751004735,80.0,0.25,1,68.0
9928,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07,4,45.0,0.093,2.2563788999976477,1382.6555751004735,80.0,0.25,1,60.0
9929,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08,5,59.0,0.12,2.475395513627724,1448.6555751004735,80.0,0.25,1,72.0
9930,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-01,6,67.0,0.148,2.654655157207774,1514.6555751004735,80.0,0.25,1,82.0
9931,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-02,7,75.0,0.176,2.898223434597758,1580.6555751004735,80.0,0.25,1,92.0
9932,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-03,7,75.0,0.176,2.898223434597758,1580.6555751004735,80.0,0.25,1,92.0
9933,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-01,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
9934,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-01|S001-HYG-02,8,79.0,0.218,3.055478979619155,1646.6555751004735,80.0,0.25,1,98.0
9935,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-02,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
9936,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-02,6,67.0,0.148,2.654655157207774,1514.6555751004735,80.0,0.25,1,82.0
9937,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-FOD-03,7,75.0,0.176,2.898223434597758,1580.6555751004735,80.0,0.25,1,92.0
9938,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-01,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
9939,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,79.0,0.218,3.055478979619155,1646.6555751004735,80.0,0.25,1,98.0
9940,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-02,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
9941,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-03,6,67.0,0.148,2.654655157207774,1514.6555751004735,80.0,0.25,1,82.0
9942,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-03|S001-HYG-01,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
9943,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,79.0,0.218,3.055478979619155,1646.6555751004735,80.0,0.25,1,98.0
9944,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-FOD-03|S001-HYG-02,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
9945,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-HYG-01,6,65.0,0.155,2.6048734955934103,1514.6555751004735,80.0,0.25,1,80.0
9946,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-HYG-01|S001-HYG-02,7,71.0,0.19,2.7664954571859885,1580.6555751004735,80.0,0.25,1,88.0
9947,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-WAT-08|S001-HYG-02,6,65.0,0.155,2.6048734955934103,1514.6555751004735,80.0,0.25,1,80.0
9948,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
9949,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02,6,61.0,0.149,2.515568510859422,1514.6555751004735,80.0,0.25,1,80.0
9950,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03,7,69.0,0.177,2.7083736701485943,1580.6555751004735,80.0,0.25,1,90.0
9951,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,8,75.0,0.212,2.898223434597758,1646.6555751004735,80.0,0.25,1,98.0
9952,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,8,75.0,0.212,2.898223434597758,1646.6555751004735,80.0,0.25,1,98.0
9953,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-01,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9954,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,73.0,0.219,2.8295653088574673,1646.6555751004735,80.0,0.25,1,96.0
9955,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-02,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9956,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-03,6,61.0,0.149,2.515568510859422,1514.6555751004735,80.0,0.25,1,80.0
9957,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-01,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9958,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,73.0,0.219,2.8295653088574673,1646.6555751004735,80.0,0.25,1,96.0
9959,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-02,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9960,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9961,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
9962,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-01|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9963,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
9964,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-FOD-03,6,61.0,0.149,2.515568510859422,1514.6555751004735,80.0,0.25,1,80.0
9965,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9966,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,73.0,0.219,2.8295653088574673,1646.6555751004735,80.0,0.25,1,96.0
9967,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9968,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9969,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
9970,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-02|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9971,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-03,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
9972,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-03|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9973,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
9974,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-FOD-03|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9975,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-HYG-01,5,51.0,0.128,2.3387422645099027,1448.6555751004735,80.0,0.25,1,68.0
9976,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-HYG-01|S001-HYG-02,6,57.0,0.163,2.4378442537231253,1514.6555751004735,80.0,0.25,1,76.0
9977,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-07|S001-HYG-02,5,51.0,0.128,2.3387422645099027,1448.6555751004735,80.0,0.25,1,68.0
9978,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08,4,45.0,0.093,2.2563788999976477,1382.6555751004735,80.0,0.25,1,60.0
9979,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
9980,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02,6,61.0,0.149,2.515568510859422,1514.6555751004735,80.0,0.25,1,80.0
9981,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03,7,69.0,0.177,2.7083736701485943,1580.6555751004735,80.0,0.25,1,90.0
9982,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,8,75.0,0.212,2.898223434597758,1646.6555751004735,80.0,0.25,1,98.0
9983,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,8,75.0,0.212,2.898223434597758,1646.6555751004735,80.0,0.25,1,98.0
9984,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9985,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,73.0,0.219,2.8295653088574673,1646.6555751004735,80.0,0.25,1,96.0
9986,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-02,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9987,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-03,6,61.0,0.149,2.515568510859422,1514.6555751004735,80.0,0.25,1,80.0
9988,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9989,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,73.0,0.219,2.8295653088574673,1646.6555751004735,80.0,0.25,1,96.0
9990,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-02,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9991,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9992,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
9993,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-01|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
9994,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
9995,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-FOD-03,6,61.0,0.149,2.515568510859422,1514.6555751004735,80.0,0.25,1,80.0
9996,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9997,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,73.0,0.219,2.8295653088574673,1646.6555751004735,80.0,0.25,1,96.0
9998,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,67.0,0.184,2.654655157207774,1580.6555751004735,80.0,0.25,1,88.0
9999,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
10000,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
10001,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-02|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
10002,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-03,5,53.0,0.121,2.369709292588263,1448.6555751004735,80.0,0.25,1,70.0
10003,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-03|S001-HYG-01,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
10004,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,65.0,0.191,2.6048734955934103,1580.6555751004735,80.0,0.25,1,86.0
10005,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-FOD-03|S001-HYG-02,6,59.0,0.156,2.475395513627724,1514.6555751004735,80.0,0.25,1,78.0
10006,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-HYG-01,5,51.0,0.128,2.3387422645099027,1448.6555751004735,80.0,0.25,1,68.0
10007,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-HYG-01|S001-HYG-02,6,57.0,0.163,2.4378442537231253,1514.6555751004735,80.0,0.25,1,76.0
10008,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-WAT-08|S001-HYG-02,5,51.0,0.128,2.3387422645099027,1448.6555751004735,80.0,0.25,1,68.0
10009,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01,4,39.0,0.094,2.187306829224604,1382.6555751004735,80.0,0.25,1,58.0
10010,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02,5,47.0,0.122,2.282210587926635,1448.6555751004735,80.0,0.25,1,68.0
10011,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-FOD-03,6,55.0,0.15,2.402683375290265,1514.6555751004735,80.0,0.25,1,78.0
10012,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,61.0,0.185,2.515568510859422,1580.6555751004735,80.0,0.25,1,86.0
10013,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,67.0,0.22,2.654655157207774,1646.6555751004735,80.0,0.25,1,94.0
10014,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,61.0,0.185,2.515568510859422,1580.6555751004735,80.0,0.25,1,86.0
10015,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-HYG-01,6,53.0,0.157,2.369709292588263,1514.6555751004735,80.0,0.25,1,76.0
10016,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,59.0,0.192,2.475395513627724,1580.6555751004735,80.0,0.25,1,84.0
10017,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-02|S001-HYG-02,6,53.0,0.157,2.369709292588263,1514.6555751004735,80.0,0.25,1,76.0
10018,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-03,5,47.0,0.122,2.282210587926635,1448.6555751004735,80.0,0.25,1,68.0
10019,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-03|S001-HYG-01,6,53.0,0.157,2.369709292588263,1514.6555751004735,80.0,0.25,1,76.0
10020,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,59.0,0.192,2.475395513627724,1580.6555751004735,80.0,0.25,1,84.0
10021,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-FOD-03|S001-HYG-02,6,53.0,0.157,2.369709292588263,1514.6555751004735,80.0,0.25,1,76.0
10022,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-HYG-01,5,45.0,0.129,2.2563788999976477,1448.6555751004735,80.0,0.25,1,66.0
10023,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-HYG-01|S001-HYG-02,6,51.0,0.164,2.3387422645099027,1514.6555751004735,80.0,0.25,1,74.0
10024,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-01|S001-HYG-02,5,45.0,0.129,2.2563788999976477,1448.6555751004735,80.0,0.25,1,66.0
10025,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02,4,39.0,0.094,2.187306829224604,1382.6555751004735,80.0,0.25,1,58.0
10026,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-FOD-03,5,47.0,0.122,2.282210587926635,1448.6555751004735,80.0,0.25,1,68.0
10027,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-FOD-03|S001-HYG-01,6,53.0,0.157,2.369709292588263,1514.6555751004735,80.0,0.25,1,76.0
10028,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,59.0,0.192,2.475395513627724,1580.6555751004735,80.0,0.25,1,84.0
10029,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-FOD-03|S001-HYG-02,6,53.0,0.157,2.369709292588263,1514.6555751004735,80.0,0.25,1,76.0
10030,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-HYG-01,5,45.0,0.129,2.2563788999976477,1448.6555751004735,80.0,0.25,1,66.0
10031,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-HYG-01|S001-HYG-02,6,51.0,0.164,2.3387422645099027,1514.6555751004735,80.0,0.25,1,74.0
10032,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-02|S001-HYG-02,5,45.0,0.129,2.2563788999976477,1448.6555751004735,80.0,0.25,1,66.0
10033,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-03,4,39.0,0.094,2.187306829224604,1382.6555751004735,80.0,0.25,1,58.0
10034,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-03|S001-HYG-01,5,45.0,0.129,2.2563788999976477,1448.6555751004735,80.0,0.25,1,66.0
10035,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-03|S001-HYG-01|S001-HYG-02,6,51.0,0.164,2.3387422645099027,1514.6555751004735,80.0,0.25,1,74.0
10036,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-FOD-03|S001-HYG-02,5,45.0,0.129,2.2563788999976477,1448.6555751004735,80.0,0.25,1,66.0
10037,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-HYG-01,4,37.0,0.101,2.1667912744853814,1382.6555751004735,80.0,0.25,1,56.0
10038,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-HYG-01|S001-HYG-02,5,43.0,0.136,2.2320159786090623,1448.6555751004735,80.0,0.25,1,64.0
10039,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-05|S001-HYG-02,4,37.0,0.101,2.1667912744853814,1382.6555751004735,80.0,0.25,1,56.0
10040,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06,3,31.0,0.066,2.1117647654991556,1316.6555751004735,80.0,0.25,1,48.0
10041,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07,4,45.0,0.093,2.2563788999976477,1382.6555751004735,80.0,0.25,1,60.0
10042,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08,5,59.0,0.12,2.475395513627724,1448.6555751004735,80.0,0.25,1,72.0
10043,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-01,6,67.0,0.148,2.654655157207774,1514.6555751004735,80.0,0.25,1,82.0
10044,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-02,7,75.0,0.176,2.898223434597758,1580.6555751004735,80.0,0.25,1,92.0
10045,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-03,7,75.0,0.176,2.898223434597758,1580.6555751004735,80.0,0.25,1,92.0
10046,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-01,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
10047,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-01|S001-HYG-02,8,79.0,0.218,3.055478979619155,1646.6555751004735,80.0,0.25,1,98.0
10048,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-02,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
10049,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-02,6,67.0,0.148,2.654655157207774,1514.6555751004735,80.0,0.25,1,82.0
10050,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-FOD-03,7,75.0,0.176,2.898223434597758,1580.6555751004735,80.0,0.25,1,92.0
10051,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-01,7,73.0,0.183,2.8295653088574673,1580.6555751004735,80.0,0.25,1,90.0
10052,S001,C,S001-WAT-01|S001-MED-02|S001-WAT-06|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-01|S001-HYG-02,8,79.0,0.218,3.055478979619155,1646.6555751004735,80.0,0.25,1,98.0
